Status,Status,Commit Hash,Message,Notes,Problem
,,6110ae8326,Merge #18451: test: shift coverage from getunconfirmedbalance to getbalances,,FALSE
,,4702cadca9,Merge #17954: wallet: Remove calls to Chain::Lock methods,,FALSE
,,75fcfdaf8b,Merge #18631: appveyor: Disable functional tests for now,,FALSE
,,4d793bcfe8,Merge #18632: doc: Fix macos comments in release-notes,,FALSE
Done (Merged to dashpay),,903be99ee6,Merge #18621: script: Disallow silent bool -> CScript conversion,,FALSE
,,ae486b263c,Merge #17929: build: add linker optimisation flags to gitian & guix (Linux),,FALSE
,,5447d57bff,Merge #18624: Added my fingerprint Stephan Oeste (Emzy),,FALSE
,,e831f18b1e,Merge #18619: gitian: add jonatack gpg key fingerprint,,FALSE
,,18f11fb24b,Merge #18646: gui: use PACKAGE_NAME in exception message,,FALSE
,,20c0e2e0f0,Merge #18628: test: Add various low-level p2p tests,,FALSE
,,4bd6bc5cb4,Merge #18615: test: Avoid accessing free'd memory in validation_chainstatemanager_tests,,FALSE
,,6db8ef2431,Merge #18640: appveyor: Remove clcache,,FALSE
,,e84a5f0004,Merge #18645: [doc] Update thread information in developer docs,,FALSE
,,544709763e,Merge #18571: fuzz: Disable debug log file,,FALSE
,,e16718a8b3,Merge #18401: Refactor: Initialize PrecomputedTransactionData in CheckInputScripts,,FALSE
,,79b0459648,Merge #18650: qt: Make bitcoin.ico non-executable,,FALSE
,,661e8df1b6,Merge #18653: test: add coverage for bitcoin-cli -rpcwait,,FALSE
,,f4c0ad4aef,Merge #18660: test: Verify findCommonAncestor always initializes outputs,,FALSE
,,d8dfcea5d9,Merge #17669: tests: have coins simulation test also use CCoinsViewDB,,FALSE
,,447f8676b2,Merge #18667: ci: Limit cache size regardless of NO_DEPENDS,,FALSE
,,8f2497941e,Merge #18598: gitian: Add missing automake package to gitian-win-signer.yml,,FALSE
,,969ee85494,Merge #18662: test: Replace gArgs with local argsman in bench,,FALSE
,,0856c15706,Merge #18262: bnb: exit selection when best_waste is 0,,FALSE
,,4a71c46905,Merge #18670: refactor: Remove unused methods CBloomFilter::reset()/clear(),,FALSE
,,c189bfd260,Merge #17824: wallet: Prefer full destination groups in coin selection,,FALSE
,,c2e53ff064,Merge #18467: rpc: Improve documentation and return value of settxfee,,FALSE
,,ecc2e4e363,Merge #18664: fuzz: fix unused variable compiler warning,,FALSE
,,54f812d9d2,Merge #18673: scripted-diff: Sort test includes,,FALSE
,,244daa4821,Merge #18607: rpc: Fix named arguments in documentation,,FALSE
,,d7bdba460c,Merge #18683: ci: Disable valgrind functionl tests on forked repos to avoid timeouts,,FALSE
,,c54295c1a2,Merge #18641: test: Create cached blocks not in the future,,FALSE
,,895c71e535,Merge #18682: fuzz: http_request workaround for libevent < 2.1.1,,FALSE
,,bbb1ba1814,Merge #17219: wallet: allow transaction without change if keypool is empty,,FALSE
,,6ae99aab5d,Merge #18692: test: Bump timeout in wallet_import_rescan,,FALSE
,,d65631171c,Merge #18695: test: Replace boost::mutex with std::mutex,,FALSE
,,b690b24eb2,Merge #18633: test: Properly raise FailedToStartError when rpc shutdown before warmup finished (take 2),,FALSE
,,a998c5185b,Merge #18675: tests: Don't initialize PrecomputedTransactionData in txvalidationcache tests,,FALSE
,,b470c75847,Merge #15761: Replace -upgradewallet startup option with upgradewallet RPC,,FALSE
,,d2882a012b,Merge #18610: scripted-diff: test: replace command with msgtype (naming),,FALSE
,,f8102d9088,Merge #18601: wallet: Refactor WalletRescanReserver to use wallet reference,,FALSE
,,dc5da7fe7b,Merge #18691: test: add wait_for_cookie_credentials() to framework for rpcwait tests,,FALSE
,,da4cbb7927,Merge #18544: net: limit BIP37 filter lifespan (active between 'filterload'..'filterclear'),,FALSE
,,5e5dd9918e,Merge #17831: rpc: doc: Fix and extend getblockstats examples,,FALSE
,,3be119c0f6,Merge #17579: [refactor] Merge getreceivedby tally into GetReceived function,,FALSE
,,fc00e651e4,Merge #18705: ci: Remove xenial tsan workaround,,FALSE
,,56d2ff8a8f,Merge #18676: build: Check libevent minimum version in configure script,,FALSE
,,c4c3f110eb,Merge #18190: tests: Add fuzzing harness for Golomb-Rice coding (GolombRiceEncode/GolombRiceDecode),,FALSE
,,4ad6144ed0,Merge #18672: test: add further BIP37 size limit checks to p2p_filter.py,,FALSE
,,977328338e,Merge #18721: test: Fix linter issue,,FALSE
,,9ea4d8326a,Merge #18704: test: Increase debugging to hunt down mempool_reorg intermittent failure,,FALSE
,,b6a5dc90bf,Merge #18384: [test] more specific feature_segwit test error messages and fixing incorrect comments,,FALSE
,,7d1a3bda21,Merge #18709: doc: note why we can't use thread_local with glibc back compat,,FALSE
,,c90a9e6fff,Merge #18713: scripts: Add MACHO stack canary check to security-check.py,,FALSE
,,19032c750c,Merge #18612: script: Remove undocumented and unused operator+,,FALSE
,,acb4fa0741,Merge #18665: Do not expose and consider -logthreadnames when it does not work,,FALSE
,,9e8e813df5,Merge #18410: Docs: Improve commenting for coins.cpp|h,partial,FALSE
,,ce4e1f0282,Merge #18553: Avoid non-trivial global constants in SHA-NI code,,FALSE
,,5dcb061589,Merge #18702: build: fix ASLR for bitcoin-cli on Windows,,FALSE
,,a7a6f1ff41,Merge #18575: bench: Remove requirement that all benches use same testing setup,,FALSE
,,fb89af26d8,Merge #18733: doc: Add wallet release notes for 0.21.0,,FALSE
,,47b94a337e,"Merge #18732: test: Remove unused, undocumented and misleading CScript.__add__",,FALSE
,,4f802e59a0,Merge #17509: gui: save and load PSBT,,FALSE
,,e890c15e2c,Merge #18671: wallet: Add BlockUntilSyncedToCurrentChain to dumpwallet,,FALSE
,,64139803f1,Merge #18690: test: Check object hashes in wait_for_getdata,,FALSE
,,d8ca51db5d,Merge #18589: Fix naming of macOS SDK and clarify version,,FALSE
,,85bae24d06,Merge #18752: test: Fix intermittent error in mempool_reorg,,FALSE
,,d1aa0ae1ad,Merge #18712: test: display command line options passed to send_cli() in debug log,,FALSE
,,7812889849,Merge #18157: doc: fixing init.md documentation to not require rpcpassword,,FALSE
,,8c0f86f284,Merge #18757: test: Remove enumeration of expected deserialization exceptions in ProcessMessage(...) fuzzer,,FALSE
,,29637a5c56,Merge #18745: test: Check submitblock return values,,FALSE
,,a215c61333,Merge #18756: refactor: test: use wait_for_getdata() in p2p_compactblocks.py,,FALSE
,,5f19155e5b,Merge #18724: test: add coverage for -rpcwallet cli option,,FALSE
,,9fac600aba,Merge #17383: Refactor: Move consts to their correct translation units,,FALSE
,,6f51f6f357,Merge #18754: bench: add CAddrMan benchmarks,,FALSE
,,fd48e7ad99,Merge #18585: test: use zero-argument super() shortcut (Python 3.0+),,FALSE
,,bab81f7e4d,Merge #18739: doc: Document how to fuzz Bitcoin Core using Honggfuzz,,FALSE
,,3e7c118d65,Merge #18688: fuzz: Run in parallel,,FALSE
,,65276c7737,Merge #18744: test: Add fuzzing harnesses for various classes/functions in primitives/,,FALSE
,,3cf464de2e,Merge #18770: test: Remove raw-tx byte juggling in mempool_reorg,,FALSE
,,9ddfce6712,Merge #18753: test: Fix intermittent failure in wallet_importmulti,,FALSE
,,ae32e5ce3d,Merge #18669: log: Use Join() helper when listing log categories,,FALSE
,,eef90c14ed,Merge #16528: Native Descriptor Wallets using DescriptorScriptPubKeyMan,,FALSE
,,8bdb2134fc,Merge #18777: wallet: Recommend absolute path for dumpwallet,,FALSE
,,5352d14b37,Merge #18778: ci: Run functional tests on mac again,,FALSE
,,ac21090f20,Merge #18629: scripts: add PE .reloc section check to security-check.py,,FALSE
,,65fb3dfc8d,Merge #18556: build: Drop make dist in gitian builds,,FALSE
,,b9ba76f1c9,Merge #18769: qt: remove bug fix for Qt < 5.5,,FALSE
,P_Staged (merged to Pasta local repo),9fb95ae8e3,Merge #18779: doc: Better explain GNU ld's dislike of ld64's options,,FALSE
,,ad04130742,Merge #18799: ci: Document why tests can not be run on mac,,FALSE
,,6e3fc7492a,Merge #18663: doc: mention build docs in README.md,,FALSE
,,a483ffd689,Merge #18735: ci: Add and document BASE_BUILD_DIR,,FALSE
,,6a60bfc76c,Merge #18765: test: Fix wallet_bumpfee intermittent error,,FALSE
,,ba348dbc51,Merge #18805: tests: Add missing sync_all to wallet_importdescriptors.py,,FALSE
,,0ef0d33f75,Merge #18038: P2P: Mempool tracks locally submitted transactions to improve wallet privacy,,FALSE
Done (Merged to dashpay),,ecca2ea1d5,Merge #18785: Prevent valgrind false positive in rest_blockhash_by_height,,FALSE
,,af2ec6b037,Merge #18759: bench: Start nodes with -nodebuglogfile,,FALSE
,,e302830fae,Merge #18774: test: added test for upgradewallet RPC,,FALSE
,,ab91a0e0fc,Merge #18798: ci: Fix default retry script usage,,FALSE
,,978c5a2122,Merge #18485: test: Add mempool_updatefromblock.py,,FALSE
,,0f204dd3f2,Merge #18727: test: Add CreateWalletFromFile test,,FALSE
,,95a9165016,Merge #18736: test: Add fuzzing harnesses for various classes/functions in util/,,FALSE
,,36c0abd8f6,Merge #18726: test: check misbehavior more independently in p2p_filter.py,,FALSE
,,63d5ed2fc4,Merge #18437: util: Detect posix_fallocate() instead of assuming,,FALSE
,,35ef3c15ef,Merge #18591: Add C++17 build to Travis,,FALSE
Done (Merged to dashpay),,afed2e98b0,Merge #18810: doc: update rest info on block size and json,,FALSE
,,64673b1037,Merge #18780: validation: add const for minimum witness commitment size,,FALSE
,P_Staged (merged to Pasta local repo),cf5e3be5ea,Merge #18825: test: fix message for ECC_InitSanityCheck test,,FALSE
,,00c1a4d9a9,Merge #18809: rpc: Do not advertise dumptxoutset as a way to flush the chainstate,,FALSE
,,a66ba6d029,Merge #18576: test: use unittest for test_framework unit testing,,FALSE
,,ef8ef31fd2,"Merge #18775: tests: Add fuzzing harnesses for various classes/functions in policy/ (CBlockPolicyEstimator, IsRBFOptIn(…), etc.)",,FALSE
,,e5b9308920,Merge #18829: ci: Merge C++17 build with one of the existing ones,,FALSE
,,608359b071,"Merge #16426: Reverse cs_main, cs_wallet lock order and reduce cs_main locking",,FALSE
,,844d2070a2,Merge #18828: test: Strip down previous releases boilerplate,,FALSE
,,68ef9523d1,Merge #18413: script: prevent UB when computing abs value for num opcode serialize,,FALSE
,,ddc0a600b3,Merge #18617: test: add factor option to adjust test timeouts,,FALSE
,,cce034b028,Merge #18839: test: Fix intermittent issues,,FALSE
,,2e6a16b968,Merge #18855: tests: feature_backwards_compatibility.py test downgrade after upgrade,,FALSE
,,afa577c323,Merge #15768: gui: Add close window shortcut,,FALSE
,,74a1152f25,Merge #18859: Remove CCoinsViewCache::GetValueIn(...),,FALSE
,,0a729b0e42,"Merge #18783: tests: Add fuzzing harness for MessageSign, MessageVerify and other functions in util/message.h",,FALSE
Done (Merged to dashpay),,42fd503819,Merge #18786: init: Remove boost from ThreadImport,,FALSE
,,23c926d859,Merge #18699: wallet: Avoid translating RPC errors,,FALSE
Done (Merged to dashpay),,b549cb1bd2,Merge #18443: lockedpool: avoid sensitive data in core files (FreeBSD),,FALSE
,,e727c2bdca,Merge #18088: build: ensure we aren't using GNU extensions,,FALSE
,,ec79b5f86b,Merge #18782: wallet: Make sure no DescriptorScriptPubKeyMan or WalletDescriptor members are left uninitialized after construction,,FALSE
,,52ce396b2a,Merge #18879: valgrind: remove outdated suppressions,,FALSE
,,fbd522721c,Merge #18885: contrib: Move optimize-pngs.py script to the maintainer repo,,FALSE
,,60091d20f9,Merge #9381: Remove CWalletTx merging logic from AddToWallet,,FALSE
,,d96fdc2a39,Merge #18741: guix: Make source tarball using git-archive,,FALSE
,,551dc7f664,"Merge #18806: net: remove is{Empty,Full} flags from CBloomFilter, clarify CVE fix",,FALSE
Done (Merged to dashpay),,dd3310bbb8,Merge #18854: doc: Fix typo in Coin doxygen comment,,FALSE
,,6621be5351,Merge #18843: build: warn on potentially uninitialized reads,,FALSE
,,88b2652fad,Merge #18853: wallet: Fix typo in assert that is compile-time true,,FALSE
,,f763283b65,Merge #18512: Improve asmap checks and add sanity check,,FALSE
,,c6b15ec0ee,Merge #17874: build: make linker checks more robust,,FALSE
,,7bcc42b403,Merge #18873: test: Fix intermittent sync_blocks failures,,FALSE
Done (Merged to dashpay),,3b1e289248,Merge #18535: build: remove -Qunused-arguments workaround for clang + ccache,,FALSE
,,c1cd2b5a97,Merge #18899: travis: Remove valgrind,,FALSE
Done (Merged to dashpay),,56611b0e24,Merge #18743: depends: Add --sysroot option to mac os native compile flags,,FALSE
,,f54753293f,Merge #18905: travis: Remove s390x,,FALSE
,,3930014abc,"Merge #18864: Add v0.16.3 backwards compatibility test, bump v0.19.0.1 to v0.19.1",,FALSE
,,5b24f6084e,Merge #16224: gui: Bilingual GUI error messages,,FALSE
,,b55866969e,Merge #18917: fuzz: fix vector size problem in system fuzzer,,FALSE
Done (Merged to dashpay),,376294cde6,Merge #18866: test: Fix verack race to avoid intermittent test failures,,FALSE
,,88d8b4e182,Merge #18901: fuzz: use std::optional for sep_pos_opt variable,,FALSE
,,ec4d27fa8b,"Merge #18216: test, build: Enable -Werror=sign-compare",,FALSE
,,f71a3a8829,Merge #18939: doc: add c++17-enable flag to fuzzing instructions,,FALSE
,,eb2ffbb7c1,Merge #18914: refactor: Apply override specifier consistently,,FALSE
,,7a5767423f,Merge #18808: [net processing] Drop unknown types in getdata,,FALSE
,,49d237ce32,Merge #18928: build: don't pass -w when building for Windows,,FALSE
Done (Merged to dashpay),,ad1b7b1817,Merge #18957: Add a link from ZMQ doc to ZMQ example in contrib/,,FALSE
,,0f2fa599ae,"Merge #18931: net: use CMessageHeader::HEADER_SIZE, add missing include",,FALSE
,,4fa3157014,Merge #18929: ci: Pass down LD_LIBRARY_PATH and MAKEJOBS to fuzz test_runner,,FALSE
,K_Staged (merged to Kitty local repo),e45fb7e0d2,Merge #18877: Serve cfcheckpt requests,,FALSE
,,8da1e43b63,Merge #18910: p2p: add MAX_FEELER_CONNECTIONS constant,,FALSE
,,219c55da75,Merge #16710: build: Enable -Wsuggest-override if available,,FALSE
Done (Merged to dashpay),,8d17f8dc17,Merge #18578: gui: Fix leak in CoinControlDialog::updateView,,FALSE
,,246e878e78,Merge #18894: gui: Fix manual coin control with multiple wallets loaded,,FALSE
,,a33901cb6d,Merge #18814: rpc: Relock wallet only if most recent callback,,FALSE
Done (Merged to dashpay),,6c647c89db,Merge #18738: build: Suppress -Wdeprecated-copy warnings,,FALSE
,,99c03728c0,Merge #18878: test: Add test for conflicted wallet tx notifications,,FALSE
,,5d18c0ae18,Merge #18862: Remove fdelt_chk back-compat code and sanity check,,FALSE
,,fc895d7700,Merge #18616: refactor: Cleanup clientversion.cpp,,FALSE
,,51825aea7f,Merge #18922: gui: Do not translate InitWarning messages in debug.log,,FALSE
,,a9a6d946e4,Merge #18888: test: Remove RPCOverloadWrapper boilerplate,,FALSE
,P_Staged (merged to Pasta local repo),04c09553d8,Merge #18887: build: enable -Werror=gnu,,FALSE
,,b9c504cbc4,Merge #18742: miner: Avoid stack-use-after-return in validationinterface,,FALSE
,,4dd2e5255a,Merge #18946: rpcwallet: Replace boost::optional<T>::emplace with simple assignment of T{},,FALSE
,,2d7489be8f,Merge #18796: scripts: security-check.py refactors,,FALSE
,,553bb3fc3d,Merge #18962: net processing: Only send a getheaders for one block in an INV,,FALSE
,,e2f6866cca,Merge #18975: test: Remove const to work around compiler error on xenial,,FALSE
,,951870807e,Merge #18781: Add templated GetRandDuration<>,,FALSE
Done (Merged to dashpay),,5a454d7882,Merge #18634: ci: Add fuzzbuzz integration configuration file,,FALSE
,,f8123d483c,Merge #18952: test: avoid os-dependant path,,FALSE
,,dc5333d31f,"Merge #18938: tests: Fill fuzzing coverage gaps for functions in consensus/validation.h, primitives/block.h and util/translation.h",,FALSE
,,362f9c60a5,Merge #18986: tests: Add capability to disable RPC timeout in functional tests,,FALSE
,,c73bd004ae,Merge #18861: Do not answer GETDATA for to-be-announced tx,,FALSE
Done (Merged to dashpay),,042ff52142,"Merge #18999: log: Remove ""No rpcpassword set"" from logs",,FALSE
,,e7736854ef,Merge #19008: ci: tsan on clang-9,,FALSE
,,d44dd51322,Merge #18152: qt: Use SynchronizationState enum for signals to GUI,,FALSE
,,aa8d76806c,"Merge #17946: Fix GBT: Restore ""!segwit"" and ""csv"" to ""rules"" key",,FALSE
,P_Staged (merged to Pasta local repo),0aa2ff0f66,Merge #18956: build: enforce minimum required Windows version (7),,FALSE
,,a587f85853,Merge #18587: gui: Avoid wallet tryGetBalances calls in WalletModel::pollBalanceChanged,,FALSE
,,bd5ec7c528,Merge #19006: rpc: Avoid crash when g_thread_http was never started,,FALSE
,,e20e964cb1,Merge #18996: net: Remove un-actionable TODO,,FALSE
,,448bdff263,Merge #18317: Serialization improvements step 6 (all except wallet/gui),,FALSE
,,3eda7ea9ba,Merge #18764: refactor: test: replace inv type magic numbers by constants,,FALSE
,,17df15efb5,Merge #18958: guix: Make V=1 more powerful for debugging,,FALSE
,,97b21b302a,Merge #18677: Multiprocess build support,,FALSE
,,25ad2c623a,Merge #18740: Remove g_rpc_node global,,FALSE
,,cfe22a5f9e,Merge #18530: Add test for -blocksonly and -whitelistforcerelay param interaction,,FALSE
,,7418169364,Merge #18997: gui: Remove un-actionable TODO,,FALSE
,,99e5e21b38,Merge #19023: test: Fix intermittent ETIMEDOUT on FreeBSD,,FALSE
,,fed1a9043f,Merge #19020: net: Use C++11 member initialization in protocol,,FALSE
,K_Staged (merged to Kitty local repo),4479eb04d9,Merge #18960: indexes: Add compact block filter headers cache,,FALSE
,,9abed46871,Merge #16946: wallet: include a checksum of encrypted private keys,,FALSE
,,ad3a61c5f5,"Merge #18895: p2p: unbroadcast followups: rpcs, nLastResend, mempool sanity check",,FALSE
,,ccd85b57af,Merge #17681: wallet: Keep inactive seeds after sethdseed and derive keys from them as needed,,FALSE
,,df303ceb65,Merge #18787: wallet: descriptor wallet release notes and cleanups,,FALSE
,,b5c423c48e,Merge #19014: test: Replace TEST_PREVIOUS_RELEASES env var with test_framework option,,FALSE
,,fa3288cda1,Merge #19052: tests: Don't limit fuzzing inputs to 1 MB for afl-fuzz (now: ∞ ∀ fuzzers),,FALSE
,P_Staged (merged to Pasta local repo),492cdc56e0,Merge #19058: doc: Drop protobuf stuff,,FALSE
,,793e0ff22c,Merge #18698: Make g_chainman internal to validation,,FALSE
,,24f7029064,Merge #18594: cli: display multiwallet balances in -getinfo,,FALSE
Done (Merged to dashpay),,14f8447777,Merge #19059: gui: update Qt base translations for macOS release,,FALSE
,K_Staged (merged to Kitty local repo),7d32cce3e7,Merge #19010: net processing: Add support for getcfheaders,,FALSE
,,d3b0ef80f6,Merge #18867: tests: Add fuzzing harness for CCoinsViewCache,,FALSE
,,13397dc78f,Merge #19056: rpc: Make gettxoutsetinfo/GetUTXOStats interruptible,,FALSE
,,fe1357a03a,Merge #18881: Prevent UB in DeleteLock() function,,FALSE
,,dcacea096e,Merge #19032: Serialization improvements: final step,,FALSE
,,4af01b37d4,Merge #19060: test: Remove global wait_until from p2p_getdata,,FALSE
,,520e435b5e,Merge #18918: wallet: Move salvagewallet into wallettool,,FALSE
,P_Staged (merged to Pasta local repo),48e114e0a8,Merge #19061: doc: Add link to Visual Studio build readme,,FALSE
Done (Merged to dashpay),,cffbf1eb9a,Merge #19073: Remove outdated comment about DER encoding,,FALSE
,,9ccaee1d5e,Merge #19004: refactor: Replace const char* to std::string,,FALSE
,,55b4c65bd1,Merge #16127: More thread safety annotation coverage,,FALSE
,,082a417abc,Merge #18635: Replace -Wthread-safety-analysis with broader -Wthread-safety,,FALSE
Done (Merged to dashpay),,ea3e9e0b84,Merge #18700: Fix locking on WSL using flock instead of fcntl,,FALSE
,,fc1fb4dd7c,Merge #19094: build: Only allow ASCII identifiers,,FALSE
Done (Merged to dashpay),,adc143fc2b,Merge #19097: qt: Add missing QPainterPath include,,FALSE
,,5f75c5e7df,Merge #16432: qt: Add privacy to the Overview page,,FALSE
,,3431699981,Merge #17597: qt: Fix height of QR-less ReceiveRequestDialog,,FALSE
,,c2c15ea54e,Merge #17908: qt: Remove QFont warnings with QT_QPA_PLATFORM=minimal,,FALSE
,,a9024a42fc,Merge #17918: qt: Hide non PKHash-Addresses in signing address book,,FALSE
,,0d5c18204b,Merge #17956: gui: Disable unavailable context menu items in transactions tab,,FALSE
,,beb3844c45,Merge #17968: qt: Ensure that ModalOverlay is resized properly,,FALSE
,,f4b603cff6,Merge #17993: gui: Balance/TxStatus polling update based on last block hash.,,FALSE
,K_Staged (merged to Kitty local repo),de369c7ea5,Merge #18165: Consolidate service flag bit-to-name conversion to a shared serviceFlagToStr function,,FALSE
,,d7f5e01e30,Merge #18424: qt: Use parent-child relation to manage lifetime of OptionsModel object,,FALSE
,,73407ff65c,Merge #16939: p2p: Delay querying DNS seeds,,FALSE
Done (Merged to dashpay),,f2e2c5ebcc,Merge #14988: wallet: Fix for confirmed column in csv export for payment to self transactions,,FALSE
,,e4bfd51acc,Merge #18452: qt: Fix shutdown when waitfor* cmds are called from RPC console,,FALSE
,,c19fd96694,Merge #19022: test: Fix intermittent failure in feature_dbcrash,,FALSE
,,8ad5f1c376,Merge #19106: util: simplify the interface of serviceFlagToStr(),,FALSE
,,cb88de3e3d,Merge #18926: test: Pass ArgsManager into getarg_tests,,FALSE
,,98ebe7896d,Merge #18820: build: Propagate well-known vars into depends,,FALSE
,,e478b11db0,Merge #19110: test: Explain that a bug should be filed when the tests fail,,FALSE
,,826fe9c667,Merge #18807: [doc / test / mempool] unbroadcast follow-ups,,FALSE
,,dec067f5a0,Merge #18965: tests: implement base58_decode,,FALSE
Done (Merged to dashpay),,091cc4b94e,Merge #16564: test: Always define the raii_event_tests test suite,,FALSE
,K_Staged (merged to Kitty local repo),07d0e0d59f,Merge #19044: net processing: Add support for getcfilters,,FALSE
,,a65b55fa45,Merge #18994: tests: Add fuzzing harnesses for functions in script/,,FALSE
,,a8327fd71f,Merge #19072: doc: Expand section on Getting Started,,FALSE
,,9bc7751cad,Merge #19115: doc: Add release notes for 17219,,FALSE
,,44307449f7,"Merge #19104: gui, refactor: Register Qt meta types in application constructor",,FALSE
,,1f7fe59460,Merge #19111: Limit scope of all global std::once_flag,,FALSE
,,45a1489997,Merge #19122: test: Add missing sync_blocks to wallet_hd,,FALSE
,,9e8bd217cd,Merge #13204: Faster sigcache nonce,,FALSE
Done (Merged to dashpay),,5879bfa9a5,Merge #18792: wallet: Remove boost from PeriodicFlush,,FALSE
,,3657aee2d2,Merge #18982: wallet: Minimal fix to restore conflicted transaction notifications,,FALSE
,,657b82cef0,Merge #19084: net: improve code documentation for dns seed behaviour,,FALSE
,,42065518d9,"Merge #19146: doc: Remove release note fragments of 0.20.1 release, Add release-notes-0.20.0",,FALSE
,,0f55294cc1,Merge #18875: fuzz: Stop nodes in process_message* fuzzers,,FALSE
,P_Staged (merged to Pasta local repo),bdedfcf076,Merge #18974: test: Check that invalid witness destinations can not be imported,,FALSE
,,575589a62e,Merge #19041: ci: tsan with -stdlib=libc++-10,,FALSE
,,234fabab90,Merge #18210: test: type hints in Python tests,,FALSE
,,a1c0e5fce1,Merge #19088: validation: use std::chrono throughout some validation functions,,FALSE
,,b42bc33d2d,Merge #19152: build: improve build OS configure output,,FALSE
,,76e64525ff,Merge #19159: test: Make valgrind.supp work on aarch64,,FALSE
,,584170a388,Merge #19142: validation: Make VerifyDB level 4 interruptible,,FALSE
,,b46fb5cb10,Merge #19131: refactor: Fix unreachable code in init arg checks,,FALSE
,,011fe009f9,Merge #17994: validation: flush undo files after last block write,,FALSE
,,365f1082e1,Merge #19112: rpc: Remove special case for unknown service flags,,FALSE
,,39afe5b1c6,Merge #19082: test: Moved the CScriptNum asserts into the unit test in script.py,,FALSE
,,01b45b2e01,"Merge #19053: refactor: replace CNode pointers by references within net_processing.{h,cpp}",,FALSE
,,4ede05d421,Merge #18758: Remove unused boost/thread,,FALSE
,,7f9800caf9,Merge #15202: gui: Add Close All Wallets action,,FALSE
,,f4f2220456,"Merge #19132: qt: lock cs_main, m_cached_tip_mutex in that order",,FALSE
,,b55b5b6c3d,Merge #19164: ci: tsan with wallet,,FALSE
,,aa35ea5502,Merge #19173: build: turn on --enable-c++17 by --enable-fuzz,,FALSE
,,0fc6ea216c,Merge #19096: Remove g_rpc_chain global,,FALSE
,,17cfa52d38,Merge #19172: test: Do not swallow flake8 exit code,,FALSE
,,b1b1739944,Merge #18968: doc: noban precludes maxuploadtarget disconnects,,FALSE
,,1b90a7b61a,Merge #19005: doc: Add documentation for 'checklevel' argument in 'verifychain' RPC…,,FALSE
,,43695b0cf8,Merge #19201: ci: Switch to bitcoincore.org download,,FALSE
,,b3091b2be7,Merge #19202: log: remove deprecated `db` log category,,FALSE
,,807b9f8114,Merge #19188: test: Avoid overwriting the NodeContext member of the testing setup [-Wshadow-field],,FALSE
,,399a0d9dc7,Merge #19180: refactor: Replace RecursiveMutex with Mutex in Shutdown(),,FALSE
,,8496dbeba6,Merge #19190: refactor: Replace RecursiveMutex with Mutex in netbase.cpp,,FALSE
,,374fd6fc8b,Merge #19189: refactor: Replace RecursiveMutex with Mutex in timedata.cpp,,FALSE
,,41fb69404c,Merge #19192: doc: Extract net permissions doc,,FALSE
,,9573d2b55b,Merge #19194: util: Don't reference errno when pthread fails.,,FALSE
,,b3ec1fe811,Merge #18890: test: disconnect_nodes should warn if nodes were already disconnected,,FALSE
,,3e58734e55,Merge #18898: gui: Display warnings as rich text,,FALSE
,,297466b49f,Merge #18826: Expose txinwitness for coinbase in JSON form from RPC,,FALSE
,,a79bca2f1f,"Merge #19069: refactor: replace pointers by references within tx_verify.{h,cpp}",,FALSE
,,9ad6f14175,Merge #19220: refactor: Replace RecursiveMutex with Mutex in warnings.cpp,,FALSE
,,221873e158,Merge #19227: test: change blacklist to blocklist,,FALSE
