Status,Status,Commit Hash,Message,Notes,Problem
,,15a9df0706,"Merge #20964: rpc: Add specific error code for ""wallet already loaded""",,FALSE
,,d1ddead09a,Merge #180: Peer details: connection type follow-ups,,FALSE
,,9deba2de76,"Merge #20226: wallet, rpc: add listdescriptors command",,FALSE
,,02b01651c5,"Merge bitcoin-core/gui#177: Use ""fusion"" style on macOS Big Sur with old Qt",,FALSE
,,7595183543,Merge bitcoin-core/gui#72: util: Log static plugins meta data and used style,,FALSE
,,68692d33c6,"Merge bitcoin-core/gui#85: Remove unused ""What's This"" button in dialogs on Windows OS",,FALSE
,,4d5eaf7a90,Merge #20995: fuzz: Avoid initializing version to less than MIN_PEER_PROTO_VERSION,,FALSE
,,6ba2ffd28b,Merge #21004: contrib: Fix docker args conditional in gitian-build,,FALSE
,,80e16cadd5,Merge #20012: rpc: Remove duplicate name and argNames from CRPCCommand,,FALSE
,,6a726cb534,Merge #20963: gitian-linux: Build binaries for 64-bit POWER (continued),,FALSE
,,e213382920,"Merge #21029: bitcoin-cli: Correct docs (no ""generatenewaddress"" exists)",,FALSE
,,bc5f26d4ee,Merge bitcoin-core/gui#139: doc: Improve gui/src/qt README.md,,FALSE
,,40dd757bf6,Merge #21012: ci: Fuzz with integer sanitizer,,FALSE
,,c8b83510f4,Merge #20724: Cleanup of -debug=net log messages,,FALSE
,,16b784d953,Merge #20689: contrib: replace binary verification script verify.sh with python rewrite,,FALSE
,,1f514332ed,Merge #21037: fuzz: Avoid designated initialization (C++20) in fuzz tests,,FALSE
,,4c55f92c76,Merge #20954: test: Declare `nodes` type in test_framework.py.,,FALSE
,,7dc4807691,Merge #20040: wallet: Refactor OutputGroups to handle fees and spending eligibility on grouping,,FALSE
,,87394b6741,Merge #20868: validation: remove redundant check on pindex,,FALSE
,,636e754a81,Merge #20941: rpc: document RPC_TRANSACTION_ALREADY_IN_CHAIN exception,,FALSE
,,44f4bcd302,Merge #20749: [Bundle 1/n] Prune g_chainman usage related to ::LookupBlockIndex,,FALSE
,,d0d256536c,Merge #21016: refactor: remove boost::thread_group usage,,FALSE
,,56fcf93349,Merge #21026: doc: Document use of make-tag script to make tags,,FALSE
,,2c0fc856a6,Merge #20464: refactor: Treat CDataStream bytes as uint8_t,,FALSE
,,f72d80b07a,Merge #21051: Fix -Wmismatched-tags warnings,,FALSE
,,1e69800d5e,Merge #21059: Drop boost/preprocessor dependencies,,FALSE
,,384e090f93,Merge #19509: Per-Peer Message Capture,,FALSE
,,ea96e17e1f,Merge #21060: doc: More precise -debug and -debugexclude doc,,FALSE
Done (Merged to dashpay),,5f18080c29,Merge #21065: build: make macOS HOST in download-osx generic,,FALSE
,,5a429d3d0f,Merge #21049: Add release notes for listdescriptors RPC,,FALSE
,,4e946ebcf1,Merge #20715: util: Add ArgsManager::GetCommand() and use it in bitcoin-wallet,,FALSE
,,f1239b70d1,Merge #21025: validation: Guard chainman chainstates with cs_main,,FALSE
,,ea5a50f92a,"Merge #21042: doc, test: Improve setup_clean_chain documentation",,FALSE
,,4013e44c74,Merge #21082: refactor: Treat ArgsManager::Flags as uint32_t explicitly,,FALSE
,,01d2cf2674,Merge #21080: fuzz: Configure check for main function (take 2),,FALSE
,,53730a78bc,Merge #21077: doc: clarify -timeout and -peertimeout config options,,FALSE
,,3931732191,Merge #20646: doc: refer to BIPs 339/155 in feature negotiation,,FALSE
,,a6b1bf6439,Merge #20267: Disable and fix tests for when BDB is not compiled,,FALSE
,,b829894f84,Merge #20764: cli -netinfo peer connections dashboard updates 🎄 ✨,,FALSE
,,173cf31299,"Merge #20839: fuzz: Avoid extraneous copy of input data, using Span<>",,FALSE
,,6c6140846f,"Merge bitcoin-core/gui#203: Display plain ""Inbound"" in peer details",,FALSE
,,1815847103,Merge #21105: docs: correctly identify script type,,FALSE
,,cf26ca3911,Merge #21081: test: fix the unreachable code at feature_taproot,,FALSE
,,8636288db1,Merge #20720: build: more robustly check for fcf-protection support,,FALSE
,,e51f6c4dee,Merge #20936: build: build fuzz tests by default,,FALSE
Done (Merged to dashpay),,c969ab43c3,Merge #21084: test: fix timeout decrease in feature_assumevalid,,FALSE
,,ca85449f22,Merge #21036: gitian: Bump descriptors to Focal for 22.0,,FALSE
,,b401b09355,Merge #21107: test: remove type: comments in favour of actual annotations,,FALSE
,,b09ad737ee,Merge #20944: rpc: Return total fee in getmempoolinfo,,FALSE
,,d864696649,Merge #21115: test: Fix Windows cross build,,FALSE
,,a0077a80b0,Merge #21116: build: Disable --disable-fuzz-binary for gitian/guix builds,,FALSE
,,c4214d0e0d,Merge #21117: test: remove assert_blockchain_height,,FALSE
,,19b1ceddc7,Merge #21075: doc: Fix markdown formatting,,FALSE
,,3641ec1aac,Merge #21112: ci: use Focal for macOS cross builds,,FALSE
Done (Merged to dashpay),,b847f49717,Merge #20557: addrman: Fix new table bucketing during unserialization,,FALSE
,,d48f9e8ebb,Merge #21124: test: remove unnecessary assignment in bdb,,FALSE
,,d202054675,Merge #21052: refactor: Replace fs::unique_path with GetUniquePath(path) calls,,FALSE
,,09530b0255,Merge #21126: ci: Properly bump to focal for win cross build,,FALSE
,,f61c3a1090,Merge #21125: test: Change BOOST_CHECK to BOOST_CHECK_EQUAL for paths,,FALSE
,,cda914228a,Merge #21138: ci: Re-run wine tests once if they fail,,FALSE
Done (Merged to dashpay),,b3dda0af0e,Merge #21123: code style: Add EditorConfig file,,FALSE
,,3c514cfe62,Merge #21114: Deduplicate some block-to-JSON code,,FALSE
,,deb185d2fd,Merge #21130: script: Make LXC container size suitable for gitian builds,,FALSE
,,b69eab9025,Merge #20663: fuzz: Hide script_assets_test_minimizer,,FALSE
,,dd0521b640,Merge #21023: fuzz: Disable shuffle when merge=1,,FALSE
,,a59e7ed0bc,Merge #20915: fuzz: Fail if message type is not fuzzed,,FALSE
,,e498aeffbe,Merge #20211: Use -Wswitch for TxoutType where possible,,FALSE
,,685c16fcb2,Merge #21043: net: Avoid UBSan warning in ProcessMessage(...),,FALSE
,,a1be08405d,Merge #20788: net: add RAII socket and use it instead of bare SOCKET,,FALSE
,,8e1913ae02,Merge #21062: refactor: return MempoolAcceptResult from ATMP,,FALSE
,,0ad4656790,Merge #20370: fuzz: version handshake,,FALSE
,,937dfa8398,"Merge #21041: log: Move ""Pre-allocating up to position 0x[…] in […].dat"" log message to debug category",,FALSE
,,8d82eddee6,Merge #19145: Add hash_type MUHASH for gettxoutsetinfo,,FALSE
,,54b66a6e5f,Merge #19522: build: fix building libconsensus with reduced exports for Darwin targets,,FALSE
,K_Staged (merged to Kitty local repo),9996b1806a,Merge #21064: refactor: use std::shared_mutex & remove Boost Thread,,FALSE
,,e9c037ba64,Merge #19884: p2p: No delay in adding fixed seeds if -dnsseed=0 and peers.dat is empty,,FALSE
,,bf3189eda6,Merge #21165: test: Use mocktime in test_seed_peers,,FALSE
,,b08cbd09b8,"Merge #21028: doc/bips: Add BIPs 43, 44, 49, and 84",,FALSE
,,43981ee2c8,Merge #21127: wallet: load flags before everything else,,FALSE
,,e4f0c4cd73,Merge #21163: doc: Guix is shipped in Debian and Ubuntu,,FALSE
Done (Merged to dashpay),,df8892dc9f,Merge #20986: docs: update developer notes to discourage very long lines,,FALSE
,,51397c0ff7,Merge #20629: depends: Improve id string robustness,,FALSE
,,45ea103f8f,Merge #20942: [refactor] Move some net_processing globals into PeerManagerImpl,,FALSE
,,8d6994f93d,Merge #21100: test: remove unused function xor_bytes,,FALSE
,,d19639d2b6,Merge #21096: Re-add dead code detection,,FALSE
,,cb073bed00,"Merge #21167: net: make CNode::m_inbound_onion public, initialize explicitly",,FALSE
,,489030f2a8,"Merge #20965: net, rpc:  return NET_UNROUTABLE as not_publicly_routable, automate helps",,FALSE
,,b55dc3ad84,Merge #21185: fuzz: Remove expensive and redundant muhash from crypto fuzz target,,FALSE
,,9bbf08bf98,Merge #20721: Net: Move ping data to net_processing,,FALSE
,,3c9d9d21e1,"Merge #21008: test: fix zmq test flakiness, improve speed",,FALSE
,,92fee79dab,Merge #19806: validation: UTXO snapshot activation,,FALSE
,,7c8e605bf4,Merge #21159: test: fix sign comparison warning in socket tests,,FALSE
,,36be9b821a,Merge #21087: guix: Passthrough BASE_CACHE into container,,FALSE
,,69f7f50aa5,Merge #20993: test: store subversion (user agent) as string in msg_version,,FALSE
,,7f831346cb,Merge #20380: doc: Add instructions on how to fuzz the P2P layer using Honggfuzz NetDriver,,FALSE
,,8639c446d8,Merge #21188: scripted-diff: Remove redundant lock annotations in net processing,,FALSE
,,569b5ba1dc,"Merge #21121: [test] Small unit test improvements, including helper to make mempool transaction",,FALSE
,,4dc1ff809a,Merge #21192: cli: Treat high detail levels as maximum in -netinfo,,FALSE
,,04336086d3,Merge #21182: build: remove mostly pointless BOOST_PROCESS macro,,FALSE
,,372dd8da24,Merge #21110: util: remove Boost posix_time usage from GetTime*,,FALSE
,,cd66d8b1d8,Merge #20429: refactor: replace (sizeof(a)/sizeof(a[0])) with C++17 std::size,,FALSE
,,9017d55e7c,Merge #15946: Allow maintaining the blockfilterindex when using prune,,FALSE
,,db656db2ed,Merge #19136: wallet: add parent_desc to getaddressinfo,,FALSE
,,860f916803,Merge #20524: test: Move MIN_VERSION_SUPPORTED to p2p.py,,FALSE
,,b805dbb0b9,Merge #19809: log: Prefix log messages with function name and source code location if -logsourcelocations is set,,FALSE
,,3a2d5bfeb3,Merge #21201: rpc: Disallow sendtoaddress and sendmany when private keys disabled,,FALSE
,,9f3ffa2938,Merge #21230: test: Fix NODE_NETWORK_LIMITED_MIN_BLOCKS disconnection,,FALSE
,,04e01606e3,Merge #21205: build: actually fail when Boost is missing,,FALSE
,,56fe4bb3c5,Merge #21210: doc: Rework internal and external links,,FALSE
,,f093310b2e,Merge #21228: test: Avoid comparision of integers with different signs,,FALSE
,,f1c2f619a6,Merge #21221: [tools] Allow argument/parameter bin packing in clang-format,,FALSE
,,6a680a6236,Merge #21226: build: Fix fuzz binary compilation under windows,,FALSE
,,09eb46c943,Merge #21187: Net processing: Only call PushAddress() from net_processing,,FALSE
,,f1c339d452,Merge #21211: test: Move P2WSH_OP_TRUE to shared test library,,FALSE
,,c46fe4d107,Merge #21088: guix: Jump forwards in time-machine and adapt,,FALSE
,,828bb776d2,Merge #20750: [Bundle 2/n] Prune g_chainman usage in mempool-related validation functions,,FALSE
,,5bb64acd9d,Merge #21243: ci: Avoid invoking curl on the host,,FALSE
,,02fda8267a,"Merge bitcoin-core/gui#179: Add `Type` column to peers window, update peer details name/tooltip",,FALSE
,,8d7d5f257b,Merge bitcoin-core/gui#202: peers-tab: bug fix right panel toggle,,FALSE
,,fd725c2d79,Merge bitcoin-core/gui#204: Drop buggy TableViewLastColumnResizingFixer class,,FALSE
,,0e9596c860,Merge bitcoin-core/gui#205: Save/restore TransactionView and recentRequestsView tables column sizes,,FALSE
,,08eec6907a,"Merge bitcoin-core/gui#206: Display fRelayTxes and bip152_highbandwidth_{to, from} in peer details",,FALSE
,,5e4a3ca2f4,Merge bitcoin-core/gui#211: qt: Remove Transactionview Edit Label Action,,FALSE
,,4b6ca4a35a,Merge #20845: net: Log to net debug in MaybeDiscourageAndDisconnect except for noban and manual peers,,FALSE
,,34d7030063,Merge #21202: [validation] Two small clang lock annotation improvements,,FALSE
,,84af29337c,Merge #21255: contrib: run test-symbol-check for RISC-V,,FALSE
,,7fca189a2a,Merge #79: Embed monospaced font,,FALSE
,,64343a6110,"Merge #21089: guix: Add support for powerpc64{,le}",,FALSE
,,3371758af4,Merge #21078: guix: only download sources for hosts being built,,FALSE
Done (Merged to dashpay),,1e7dd584a5,Merge #21263: doc: Clarify that squashing should happen before review,,FALSE
,,d386b54239,Merge bitcoin-core/gui#213: qt: Add Copy Address Action to Payment Requests,,FALSE
,,c263c3d7d2,Merge #19698: test: apply strict verification flags for transaction tests and assert backwards compatibility,,FALSE
,,84f6c695c6,Merge #21274: assumptions:  Assume C++17,,FALSE
,,78effb37f3,Merge #21222: log: Clarify log message when file does not exist,,FALSE
,,a9335e4f12,Merge #16546: External signer support - Wallet Box edition,,FALSE
,,1b045b5eef,"Merge #21053: rpc, test: document {previous,next}blockhash as optional",,FALSE
,,2e8116149c,Merge #21250: build: make HAVE_O_CLOEXEC available outside LevelDB (bugfix),,FALSE
,,587c986ccf,Merge #21285: wallet: fix doc typo in signer option,,FALSE
,,b59f2787e5,Merge #18017: txmempool: split epoch logic into class,,FALSE
,,9307c588d0,Merge #21293: test: Replace accidentally placed bit-OR with logical-OR,,FALSE
,,b54a10e777,"Merge #21292: build, doc: Fix configure script output indentation and typos",,FALSE
,,56f06a9863,Merge #21271: guix: Explicitly set umask in build container,,FALSE
,,434065a483,Merge bitcoin-core/gui#219: qt: Prevent the main window popup menu,,FALSE
,,09bc7bfed1,Merge bitcoin-core/gui#214: qt: Disable requests context menu actions when appropriate,,FALSE
,,8ca6bd0dac,"Merge bitcoin-core/gui#223: qt: Re-add and rename transaction ""Edit Label"" action",,FALSE
,,2059d32edb,Merge #21200: test: Speed up rpc_blockchain.py by removing miniwallet.generate(),,FALSE
,,1b1d8bde1c,Merge #21252: test: Add missing wait for sync to feature_blockfilterindex_prune,,FALSE
,,cac10e66d2,Merge #21264: fuzz: Two scripted diff renames,,FALSE
,,c0e44ee8e4,Merge #21254: test: Avoid connecting to real network when running tests,,FALSE
,,e49117470b,"Merge bitcoin-core/gui#226: Add ""Last Block"" and ""Last Tx"" rows to peer details area",,FALSE
,,8d37841cdf,Merge #21277: wallet: listdescriptors uses normalized descriptor form,,FALSE
,,5ba5becbb5,Merge #21272: guix: Passthrough SDK_PATH into container,,FALSE
,,fb67caebe2,Merge #21297: test: feature_blockfilterindex_prune.py improvements,,FALSE
,,e52ce9f2b3,Merge #21286: build: Bump minimum Qt version to 5.9.5,,FALSE
,,362e901a17,"Merge #18466: rpc: fix invalid parameter error codes for {sign,verify}message RPCs",,FALSE
,,ad89812c70,Merge #21321: guix: Add curl to required tool list,,FALSE
,,05e821ee19,Merge #21170: bench: Add benchmark to write JSON into a string,,FALSE
,,d1abe54fce,"Merge #21323: guix, doc: Update default HOSTS value",,FALSE
,,a28c053c88,"Merge #21298: guix: Bump time-machine, glibc, and linux-headers",,FALSE
,,72e6979b31,Merge #21325: lint: Fix spelling errors in comments,,FALSE
,,cfce346508,Merge #21310: zmq test: fix sync-up by matching notification to generated block,,FALSE
,,b9f41df1ea,Merge #20685: Add I2P support using I2P SAM,,FALSE
,,0b294c0ba8,Merge #21342: doc: Remove outdated comment,,FALSE
,,0459e7abba,Merge #21336: Make .gitignore ignore src/test/fuzz/fuzz.exe,,FALSE
,,3a8fc51a56,Merge #21333: build: set Unicode true for NSIS installer,,FALSE
,,4f223e93e9,Merge #21339: build: Make AM_CONDITIONAL([ENABLE_EXTERNAL_SIGNER]) unconditional,,FALSE
,,fca3e98f64,Merge #18298: build: Fix Qt processing of configure script for depends with DEBUG=1,,FALSE
,,9212e67463,Merge #21346: doc: install qt5 when building on macOS,,FALSE
,,dd8f474d52,Merge #19288: fuzz: Add fuzzing harness for TorController,,FALSE
,,b1a457ab1d,Merge #21324: doc: Update build instructions for Fedora,,FALSE
,,97a35f3ae5,Merge #21320: build: fix libnatpmp macos cross compile,,FALSE
,,ebd8d66454,Merge #19203: net: Add regression fuzz harness for CVE-2017-18350. Add FuzzedSocket.,,FALSE
,,cabe63759c,Merge #20877: netinfo: user help and argument parsing improvements,,FALSE
,,47b99ab1a9,Merge #20406: util: Avoid invalid integer negation in FormatMoney and ValueFromAmount,,FALSE
,,d099894ec1,Merge #20969: test: check that getblockfilter RPC fails without block filter index,,FALSE
,,92b7efcf54,Merge #21148: Split orphan handling from net_processing into txorphanage,,FALSE
,,33921379b6,Merge #21015: Make all of net_processing (and some of net) use std::chrono types,,FALSE
,,7450a01691,Merge #21358: fuzz: Add missing include (test/util/setup_common.h),,FALSE
,,83bdbbd300,"Merge #21003: test: Move MakeNoLogFileContext to libtest_util, and use it in bench",,FALSE
,,702cfc8c53,Merge #21055: [Bundle 3/n] Prune remaining g_chainman usage in validation functions,,FALSE
,,b4d22654fe,Merge #21337: guix: Update darwin native packages dependencies,,FALSE
,,2620ac4ec3,"Merge #21354: build, doc: Drop no longer required packages from macOS cross-compiling dependencies",,FALSE
,,fbf5d16238,Merge #21246: doc: Correction for VerifyTaprootCommitment comments,,FALSE
,,da8c7edffe,Merge #21364: fuzz: Avoid -Wreturn-type warnings,,FALSE
,,f7653eb5ae,Merge #21345: test: bring p2p_leak.py up to date,,FALSE
,,ed25cb58f6,Merge bitcoin-core/gui#217: qt: Make warning label look clickable,,FALSE
,,48725e64fb,Merge #21209: build: use newer source for libnatpmp,,FALSE
,,1020b04c39,Merge #21334: test: Additional (refactored) BIP9 tests,,FALSE
,,8c21562180,Merge bitcoin-core/gui#166: refactor: Use enum type as switch argument in *TableModel,,FALSE
,,8c049fe9af,Merge #19771: net: Replace enum CConnMan::NumConnections with enum class ConnectionDirection,,FALSE
,,1a4a9305c2,"Merge bitcoin-core/gui#221: qt, refactor: rpcconsole translatable string fixes and improvements",,FALSE
,,e797388f8b,Merge #21384: doc: add signet to bitcoin.conf documentation,,FALSE
,,a22653a636,Merge #21371: fuzz: fix gcc Woverloaded-virtual build warnings,,FALSE
,,2067f9e5e8,Merge bitcoin-core/gui#233: qt test: Don't bind to regtest port,,FALSE
,,a8b0892b74,"Merge #20536: wallet: Error with ""Transaction too large"" if the funded tx will end up being too large after signing",,FALSE
,,6c156e49cb,Merge #18842: wallet: Mark replaced tx to not be in the mempool anymore,,FALSE
,,738fc4a595,"Merge #21363: build, qt: Improve Qt static plugins/libs check code",,FALSE
,,461f0c781e,Merge #21382: build: Clean remnants of QTBUG-34748 fix,,FALSE
,,e175ca9c65,Merge #21370: Use C++11 member initializer in CNodeState,,FALSE
,,ee0dc02c6f,Merge #21397: fuzz: Bump FuzzedDataProvider.h,,FALSE
,,bca5ee6f38,Merge #21400: build: Fix regression introduced in #21363,,FALSE
,,ceb6df391f,Merge #21388: doc: Rename fuzz seed_dir to corpus_dir,,FALSE
,,eea6196c3d,Merge #21331: rpc: replace wallet raw pointers with references (#18592 rebased),,FALSE
,,7cdadf91d5,Merge #21395: Net processing: Remove unused CNode.address member,,FALSE
,,63314b8211,Merge bitcoin-core/gui#229: Fix regression with initial sorting after pr205,,FALSE
,,767bb7d5c5,Merge #21270: [Bundle 4/n] Prune g_chainman usage in validation-adjacent modules,,FALSE
,,e828fc8f52,Merge #21376: depends: Qt 5.12.10,,FALSE
,,92cf3a22e3,Merge #21007: bitcoind: Add -daemonwait option to wait for initialization,,FALSE
,,e9b6400a1e,"Merge #21411: test: add logging, reduce blocks, move sync_all in wallet_ groups",,FALSE
,,b972913c33,Merge bitcoin-core/gui#188: Write PSBTs to file with binary mode,,FALSE
,,a13a8cd8e3,Merge #21394: [doc] Improve comment about protected peers,,FALSE
,,e0bc27a14c,Merge #21404: refactor: Remove MakeUnique<T>(),,FALSE
Done (Merged to dashpay),,3c631917f3,Merge #21111: Improve OpenRC initscript,,FALSE
,,d42078e93b,"Merge #21437: gitian, ci: Drop unneeded python3-dev package for macOS builds",,FALSE
,,16209b1b19,"Merge #20556: rpc: Properly document return values (submitblock, gettxout, getblocktemplate, scantxoutset)",,FALSE
,,6bc51af5c2,Merge bitcoin-core/gui#250: scripted-diff: Drop redundant QString calls,,FALSE
,,1e57d14d96,Merge #21035: Remove pointer cast in CRPCTable::dumpArgMap,,FALSE
,,c47979778d,Merge #21426: rpc: remove scantxoutset EXPERIMENTAL warning,,FALSE
,,eceb3f7707,"Merge #19415: net: Make DNS lookup mockable, add fuzzing harness",,FALSE
,,9a5e097435,Merge #21443: fuzz: Implement fuzzed_dns_lookup_function as a lambda,,FALSE
,,c771fc0dc1,Merge #21424: Net processing: Tidy up CNodeState ctor,,FALSE
,,3ba195aa48,Merge #21398: doc: Update fuzzing docs for afl-clang-lto,,FALSE
,,67ec26cacf,Merge #19259: fuzz: Add fuzzing harness for LoadMempool(...) and DumpMempool(...),,FALSE
,,b650c9140e,Merge #21141: wallet: Add new format string placeholders for walletnotify,,FALSE
,,4ba1bab443,Merge #21446: Update vcpkg checkout commit,,FALSE
,,8e6532053f,"Merge bitcoin-core/gui#246: Revert ""qt: Use ""fusion"" style on macOS Big Sur with old Qt""",,FALSE
,,cb0aafbd21,"Merge #21444: net, doc: Doxygen updates and fixes in netbase.{h,cpp}",,FALSE
,,af6ee17545,Merge #21405: compat: remove memcpy -> memmove backwards compatibility alias,,FALSE
,,3b408d21e0,Merge #21438: test: add ParseUInt8() test coverage,,FALSE
,,7723479300,Merge #220: Do not translate file extensions,,FALSE
,,1b6c463e03,Merge #21407: i2p: limit the size of incoming messages,,FALSE
,,01bb3afb51,Merge #21447: Always add -daemonwait to known command line arguments,,FALSE
,,5ef16038a1,Merge #21410: test: increase rpc_timeout for fundrawtx test_transaction_too_large,,FALSE
,,d25e28c20b,Merge #21083: wallet: Avoid requesting fee rates multiple times during coin selection,,FALSE
,,993ecafa5e,Merge #21417: Misc external signer improvement and HWI 2 support,,FALSE
,,a9d1b40d53,Merge #21415: refactor: remove Optional & nullopt,,FALSE
,,d6e3ac89d4,Merge #21343: doc: revamp macOS build doc,,FALSE
,,bf7c22f7ff,Merge #21435: doc: Update dependencies.md,,FALSE
,,e057e01b7b,Merge #21162: Net Processing: Move RelayTransaction() into PeerManager,,FALSE
,,6834e02c89,Merge #21425: refactor: Pass PeerManagerImpl members only once,,FALSE
,,a65e772fec,"Merge #21428: test: Cleanup in test-{security,symbol}-check.py",,FALSE
,,8ec881d3b6,Merge #20861: BIP 350: Implement Bech32m and use it for v1+ segwit addresses,,FALSE
,,47d79c941a,Merge #21471: bugfix: fix bech32_encode calls in gen_key_io_test_vectors.py,,FALSE
,,05757aa860,Merge #21423: build: Cleanups and follow ups after bumping Qt to 5.12.10,,FALSE
,,c970c1477d,Merge #21380: tests: Add fuzzing harness for versionbits,,FALSE
,,3a12fdba51,"Merge #21235: p2p: Clarify disconnect log message in ProcessGetBlockData, remove send bool",,FALSE
Done (Merged to dashpay),,7f3fd34117,Merge #21481: doc: Tell howto install clang-format on Debian/Ubuntu,,FALSE
,,18cd0888ef,"Merge #21328: net, refactor: pass uint16 CService::port as uint16",,FALSE
,,3530d5d2d8,Merge #18335: bitcoin-cli: print useful error if bitcoind rpc work queue exceeded,,FALSE
,,63952f73b3,Merge #20921: validation: don't try to invalidate genesis block in CChainState::InvalidateBlock,,FALSE
,,4132193617,Merge #21040: wallet: Fix already-loading message grammar,,FALSE
,,9dbec05600,Merge #21349: build: Fix fuzz-cuckoocache cross-compiling with DEBUG=1,,FALSE
,,d2a78ee928,Merge #21488: test: add ParseUInt16() unit test and fuzz coverage,,FALSE
,,80cb51cc6b,Merge #21491: test: remove duplicate assertions in util_tests,,FALSE
,,786654aa5e,Merge #21498: refactor: return std::nullopt instead of {},,FALSE
,,1e4a3c057a,Merge #21317: util: Make Assume() usable as unary expression,,FALSE
,,c46f1ce751,Merge #21418: contrib: Make systemd invoke dependencies only when ready,,FALSE
,,1c3a8579c0,Merge #21421: build: don't try and use -fstack-clash-protection on Windows,,FALSE
,,d400e672a0,Merge #21487: fuzz: Use ConsumeWeakEnum in addrman for service flags,,FALSE
,,fd2b22bf24,Merge #21142: fuzz: Add tx_pool fuzz target,,FALSE
Done (Merged to dashpay),,55ceaeb8c4,Merge #18030: doc: Coin::IsSpent() can also mean never existed,,FALSE
,,3c87dbe95c,Merge #21497: build: Do not opt-in unused CoreWLAN stuff in depends for macOS,,FALSE
,,837e59eff6,"Merge bitcoin-core/gui#248: Fix: For values of ""Bytes transferred"" and ""Bytes/s"" with 1000-based prefix names use 1000-based divisor instead",of 1024-based,FALSE
,,681c21be9a,Merge #21512: fuzz: Fix tx_pool target to properly fuzz immature outpoints,,FALSE
,,fa2a5b8f3a,Merge #20421: build: miniupnpc 2.2.2,,FALSE
,,f95071a3f5,Merge #21489: fuzz: cleanups for versionbits fuzzer,,FALSE
,P_Staged (merged to Pasta local repo),7ce7ce5716,Merge #21338: test: add functional test for anchors.dat,,FALSE
Done (Merged to dashpay),,f67b5dca57,Merge #20734: build: Make platform-specific targets available for proper platform builds only,,FALSE
,,b1281b5d8f,Merge #21516: remove unnecessary newline from initWarning() argument,,FALSE
,,23b15601df,Merge #17227: Qt: Add Android packaging support,,FALSE
,,ed49203daa,Merge #21357: test: Unconditionally check for fRelay field in test framework,,FALSE
,,8f94c70625,"Merge #21495: build, qt: Fix static builds on macOS Big Sur",,FALSE
,,9217f9fe73,Merge #21522: fuzz: [refactor] Use PickValue where possible,,FALSE
,,9b48b3ac42,Merge #21390: test: Test improvements for UTXO set hash tests,,FALSE
,,19e3e65429,Merge bitcoin-core/gui#243: fix issue when disabling the auto-enabled blank wallet checkbox,,FALSE
,,e658b0e49b,Merge #21505: build: Remove unused header from the build system,,FALSE
Done (Merged to dashpay),,c00852653f,Merge bitcoin-core/gui#254: refactor: Drop redundant setEditTriggers(NoEditTriggers) calls,,FALSE
,,de4d3ba437,Merge #21541: ci: Build depends only once for Android build,,FALSE
,,ea3c9a92c6,Merge bitcoin-core/gui#251: Improve URI/file handling message,,FALSE
,,97e6a7f98c,Merge #21477: test: Add test for CNetAddr::ToString IPv6 address formatting (RFC 5952),,FALSE
,,11840509fb,Merge #21484: doc: Add release notes for #18335,,FALSE
,,3bcd278aa6,Merge bitcoin-core/gui#154: qt: Support macOS Dark mode,,FALSE
,,cf11f9c22f,Merge #21531: test: remove qt byteswap compattests,,FALSE
,,4399dc8142,Merge #21509: p2p: Don't send FEEFILTER in blocksonly mode.,,FALSE
,,1c7be9ab90,Merge #20286: rpc: deprecate `addresses` and `reqSigs` from rpc outputs,,FALSE
,,3ececa76b7,Merge #21543: build: Enable safe warnings for msvc builds,,FALSE
,,1999baac30,Merge #20228: addrman: Make addrman a top-level component,,FALSE
,,dede9eb924,"Merge #20197: p2p: protect onions in AttemptToEvictConnection(), add eviction protection test coverage",,FALSE
,,f9e86d8966,Merge #21387: p2p: Refactor sock to add I2P fuzz and unit tests,,FALSE
,,267b60f800,Merge #21553: fuzz: Misc refactor,,FALSE
,,1a0d1452a0,Merge #21457: build: split libtapi and clang out of native_cctools,,FALSE
,,e4a2918238,Merge #21542: ci: Bump macOS VM image to the latest version,,FALSE
,,b14462083f,Merge #21486: build: link against -lsocket if required for *ifaddrs,,FALSE
,,602b038d43,Merge #21366: refactor: replace util::Ref with std::any (C++17),,FALSE
,,539e4eec63,Merge #21236: net processing: Extract `addr` send functionality into MaybeSendAddr(),,FALSE
,,2b2ab9ab78,Merge #21544: rpc: Missing doc updates for bumpfee psbt update,,FALSE
,,c2caa0fc4d,Merge #21311: rpc: document optional fields for getchaintxstats result,,FALSE
,,80a699fda9,Merge #21525: [Bundle 4.5/n] Followup fixups to bundle 4,,FALSE
Done (Merged to dashpay),,ee35532409,Merge #21300: script: Add explanatory comment to tc.sh,,FALSE
,,6e22b522f9,"Merge #21373: test: generate fewer blocks in feature_nulldummy to fix timeouts, speed up",,FALSE
,,086226d98a,Merge #21198: net: Address outstanding review comments from PR20721,,FALSE
,,66daf4cb3b,Merge #21567: docs: fix various misleading comments,,FALSE
,,7aa0d8adf8,"Merge #21063: wallet, rpc: update listdescriptors response format",,FALSE
,,e08f3193b5,Merge bitcoin-core/gui#266: Doc: Copyright: Fix embedded font file location,,FALSE
,,9565dafed5,Merge #21403: build: set --build when configuring packages in depends,,FALSE
,,ad4bf8a945,Merge #20459: rpc: Fail to return undocumented return values,,FALSE
,,590e49ccf2,Merge #21586: test: Add missing suppression for signed-integer-overflow:txmempool.cpp,,FALSE
,,824eea5643,Merge #21599: test: Replace file level integer overflow suppression with function level suppression,,FALSE
