Status,Status,Commit Hash,Message,Notes,Problem
,,0a267f4eb8,Merge bitcoin-core/gui#46: refactor: Fix deprecation warnings when building against Qt 5.15,,FALSE
,,2878167c18,"Merge #20000: test: fix creation of ""std::string""s with \0s",,FALSE
,,46f0b2f976,Merge #19851: refactor: Extract ParseOpCode from ParseScript,,FALSE
,,fdd068507d,Merge #20056: net: Use Span in ReceiveMsgBytes,,FALSE
,,3d632c3f49,Merge #20428: tests: shrink feature_taproot transfer of funds tx,,FALSE
Done (Merged to dashpay),,c45e1d9aa7,"Merge bitcoin-core/gui#21: Update pruning tooltip, original author BitcoinErrorLog",,FALSE
,,094663842d,Merge bitcoin-core/gui#13: Hide peer detail view if multiple are selected,,FALSE
,,4c2ee5c855,Merge #20424: build: Update univalue subtree,,FALSE
,,ea460291f9,Merge #20430: sanitizers: Add suppression for unsigned-integer-overflow in libstdc++,,FALSE
,,d4159984c3,Merge #20223: build: Drop the leading 0 from the version number,,FALSE
,,816132e6eb,Merge #20426: wallet: allow zero-fee fundrawtransaction/walletcreatefundedpsbt and other fixes,,FALSE
,,e9a1c9fbde,Merge #19867: build: document and cleanup Qt hacks,,FALSE
,,1b75f2542d,Merge #20432: net: Treat raw message bytes as uint8_t,,FALSE
,,86bf3ae3b5,Merge #20202: wallet: Make BDB support optional,,FALSE
,,b0c9024a7c,Merge #20449: build: Fix Windows installer build,,FALSE
,K_Staged (merged to Kitty local repo),555b5d1bf9,Merge #20419: build: set minimum supported macOS to 10.14,,FALSE
,,2ee954daae,Merge #20458: test: add is_bdb_compiled helper,,FALSE
,,cb89e18845,Merge #19179: ci: Run ci configs on cirrus,,FALSE
,K_Staged (merged to Kitty local repo),7ebbee551d,Merge #19764: depends: Split boost into build/host packages + bump + cleanup,,FALSE
,,6f9dac5ede,Merge #20473: doc: Document current boost dependency as 1.71.0,,FALSE
,,3a32b62fa7,Merge #20462: RPC/Wallet: unloadwallet: Clarify docs/error when both the RPC request and wallet_name parameter specify a wallet,,FALSE
,P_Staged (merged to Pasta local repo),9402159b9b,Merge #20472: test: Add testing of ParseInt/ParseUInt edge cases with leading +/-/0:s,,FALSE
,,31c9987976,Merge #20447: depends: Patch qt_intersect_spans to avoid non-deterministic behavior in LLVM 8,,FALSE
,,ca4a784942,Merge #20410: wallet: Do not treat default constructed types as None-type,,FALSE
,,efd4cdb81f,Merge #20456: test: Fix intermittent issue in mempool_compatibility,,FALSE
,,1e9e4b68f3,Merge #20469: build: Avoid secp256k1.h include from system,,FALSE
,,afdfd3c8c1,"Merge #20403: wallet: upgradewallet fixes, improvements, test coverage",,FALSE
,,5c0aebfcd4,Merge #19387: span: update constructors to match c++20 draft spec and add lifetimebound attribute,,FALSE
,,19b8071eae,Merge #20489: CI msvc: only build vcpkg dependencies for release (not debug) to reduce build times,,FALSE
,,50091592dd,Merge #19337: sync: detect double lock from the same thread,,FALSE
,,e2ff5e7b35,Merge #20497: [Refactor] Add MAX_STANDARD_SCRIPTSIG_SIZE to policy,,FALSE
,,1ae5758981,Merge #20448: RPC/Wallet: unloadwallet: Allow specifying wallet_name param matching RPC endpoint wallet,,FALSE
,,854b36cfa2,"Merge bitcoin-core/gui#138: unlock encrypted wallet ""OK"" button bugfix",,FALSE
,,7ae86b3c68,Merge #20522: [test] Fix sync issue in disconnect_p2ps,,FALSE
,K_Staged (merged to Kitty local repo),2e1336dbfe,Merge #20471: build: use C++17 in depends,,FALSE
,,817aeca57a,Merge #20491: refactor: Drop noop gcc version checks,,FALSE
,,81d5af42f4,Merge #20499: Remove obsolete NODISCARD ifdef forest. Use [[nodiscard]] (C++17).,,FALSE
,P_Staged (merged to Pasta local repo),ffd5e7a856,Merge #20519: Handle rename failure in DumpMempool(...) by using the RenameOver(...) return value. Add [[nodiscard]] to RenameOver(...).,,FALSE
,,24e4857b29,Merge #20494: refactor: Move node and wallet code out of src/interfaces,,FALSE
,,cd720337fe,Merge #20222: refactor: CTxMempool constructor clean up,,FALSE
,,f2a673f15b,"Merge bitcoin-core/gui#137: refactor: Replace deprecated Qt::SystemLocale{Short,Long}Date",,FALSE
,,335d27d081,Merge #20512: doc: Add bash as an OpenBSD dependency,,FALSE
Done (Merged to dashpay),,dcb7518067,Merge #20496: build: Drop unneeded macOS framework dependencies,,FALSE
,,277c225b84,Merge #20478: Don't set BDB flags when configuring without,,FALSE
,,dfd0b70088,Merge #20425: fuzz: Make CAddrMan fuzzing harness deterministic,,FALSE
,,f17e8ba3a1,Merge #20207: Follow-up extra comments on taproot code and tests,,FALSE
,,80d4231e16,Merge #19980: refactor: Some wallet cleanups,,FALSE
,,607c844f37,Merge #20540: test: Fix wallet_multiwallet issue on windows,,FALSE
,,283f22cabb,Merge #20461: rpc: Validate -rpcauth arguments,,FALSE
,,7f0f01f0ab,Merge #20507: sync: print proper lock order location when double lock is detected,,FALSE
,,c33662a0ea,Merge #18948: qt: Call setParent() in the parent's context,,FALSE
,,3693fccc3a,Merge #20543: ci: no-longer exclude feature_block in TSAN job,,FALSE
,,0a13d15c14,"Merge #20530: lint, refactor: Update cppcheck linter to c++17 and improve explicit usage",,FALSE
,,a35b948836,Merge #20545: ci: Adjust cirrus ci task names,,FALSE
,,681ce59d0e,Merge #20466: test: Fix intermittent p2p_fingerprint issue,,FALSE
,,a3186b6da6,Merge #20520: depends: Do not force Precompiled Headers (PCH) for building Qt on Linux,,FALSE
,,3fa6a9fc8c,Merge #20506: ci: AppVeyor fixes for Visual Studio 2019 16.8.1 image,,FALSE
,,a0489f3472,Merge #20221: net: compat.h related cleanup,,FALSE
,,e2ae6a2bef,"Merge #20182: ci: Build with --enable-werror by default, and document exceptions",,FALSE
,,257cf05f9b,Merge #20563: build: Check that Homebrew's berkeley-db4 package is actually installed,,FALSE
,P_Staged (merged to Pasta local repo),ca759bc743,Merge #20200: doc: rename CODEOWNERS to REVIEWERS,,FALSE
,,dca80ffb45,Merge #20255: util: Add Assume() identity function,,FALSE
Done (Merged to dashpay),,9601c0d7aa,Merge #20565: Android : Ensure pic build for bdb,,FALSE
,,c1604483d3,Merge #20566: refactor: Use C++17 std::array where possible,,FALSE
,,751ffaabad,Merge #20562: tests: Test that a fully signed tx given to signrawtx is unchanged,,FALSE
,,f35e4d906f,Merge #20572: ci: Adjust Cirrus CI task names (follow up),,FALSE
,,9385549a31,"Merge #20581: Don't make ""in"" parameters look like ""out""/""in-out"" parameters: pass by ref to const instead of ref to non-const",,FALSE
,,64156ad4d1,Merge #19893: test: Remove or explain syncwithvalidationinterfacequeue,,FALSE
,,cef2efafce,"Merge #20577: doc: libconsensus: add missing error code description, fix NBitcoin link",,FALSE
,,d0ca394596,Merge #20476: contrib: Add test for ELF symbol-check,,FALSE
,,1a04f45fe9,Merge #19832: p2p: Put disconnecting logs into BCLog::NET category,,FALSE
,,eab63b971d,"Merge #19847: rpc, refactor: Avoid duplicate set lookup in gettxoutproof",,FALSE
Done (Merged to dashpay),,31438cc818,Merge #20482: Add depends qt fix for ARM macs,,FALSE
,,f3e17686b3,Merge #20468: build: warn when generating man pages for binaries built from a dirty branch,,FALSE
,,00f4dcd552,Merge #20138: net: Assume that SetCommonVersion is called at most once per peer,,FALSE
,,03b1db6114,Merge #18766: Disable fee estimation in blocksonly mode (by removing the fee estimates global),,FALSE
,,5c4911e7e7,Merge #20568: doc: Use FeeModes doc helper in estimatesmartfee,,FALSE
,,d38feb6134,Merge #20535: test: Fix intermittent feature_taproot issue,,FALSE
,,1a9fa4c5ba,Merge #20561: p2p: periodically clear m_addr_known,,FALSE
,,16b31cc4c5,Merge #20422: build: mac deployment unification,,FALSE
,,e98d1d6740,Merge #19425: refactor: Get rid of more redundant chain methods,,FALSE
,,90ef622ab5,"Merge #20564: Don't send 'sendaddrv2' to pre-70016 software, and send before 'verack'",,FALSE
,,a3586d5920,Merge #20323: tests: Create or use existing properly initialized NodeContexts,,FALSE
,,795afe6e63,Merge #19910: net processing: Move peer_map to PeerManager,,FALSE
,,42ed7f51fa,Merge #20606: Remove unused bits from service flags enum,,FALSE
,,7212db4d2a,Merge #20602: util: Allow use of C++14 chrono literals,,FALSE
,,0038ce9758,Merge #20603: build: Update crc32c subtree,,FALSE
,,17918a987a,Merge #20046: depends: Set CMAKE_INSTALL_RPATH for native packages,,FALSE
,,054710615c,Merge #20608: contrib: add symbol check test for PE binaries,,FALSE
,,f5b2ea3e59,Merge #20217: net: Remove g_relay_txes,,FALSE
,,22f13c1e08,"Merge #19776: net, rpc: expose high bandwidth mode state via getpeerinfo",,FALSE
,,38176dc665,"Merge #20573: wallet, bugfix: allow send with string fee_rate amounts",,FALSE
,,c8fdbb46bd,Merge #20609: configure: output notice that test binary is disabled by fuzzing,,FALSE
,,eb53c03b36,Merge #20595: Improve heuristic hex transaction decoding,,FALSE
,,dcff2ee1fb,Merge #20589: log: Clarify that failure to read/write fee_estimates.dat is non-fatal,,FALSE
,,e20b488395,"Merge #20567: test: Add option to git-subtree-check to do full check, add help",,FALSE
,,8e1f9d6273,Merge #20549: Support make src/bitcoin-node and src/bitcoin-gui,,FALSE
,,86f2007193,Merge #20527: build: Do not ignore Homebrew's SQLite on macOS,,FALSE
,,b76abae387,Merge #20587: [doc] Tidy up Tor doc (more stringent),,FALSE
,,da957cd62e,Merge #20613: test: Use Popen.wait instead of RPC in assert_start_raises_init_error,,FALSE
,,736eb4d808,Merge #19982: test: Fix inconsistent lock order in wallet_tests/CreateWallet,,FALSE
,,6a48063671,Merge #19858: Periodically make block-relay connections and sync headers,,FALSE
,,ffc4d04990,Merge #20275: wallet: List all wallets in non-SQLite and non-BDB builds,,FALSE
,,b18978066d,Merge #20079: p2p: Treat handshake misbehavior like unknown message,,FALSE
,,ade38b6ee8,Merge #20588: Remove unused and confusing CTransaction constructor,,FALSE
,,25bc840e03,Merge #20617: p2p: Remove m_is_manual_connection from CNodeState,,FALSE
,,096bd374da,Merge #20592: doc: update wtxidrelay documentation per BIP339,,FALSE
,,eec9366f7d,Merge #20624: net processing: Remove nStartingHeight check from block relay,,FALSE
,,b103fdcb3b,Merge #19763: net: don't try to relay to the address' originator,,FALSE
,,fff7d056a9,Merge #20599: net processing: Tolerate sendheaders and sendcmpct messages before verack,,FALSE
,,94a9cd25fd,Merge #20594: Fix getauxval calls in randomenv.cpp,,FALSE
,,33d6337269,"Merge bitcoin-core/gui#115: Replace ""Hide tray icon"" option with positive ""Show tray icon"" one",,FALSE
,,f1f2418433,Merge #20253: net: use std::chrono throughout maxOutbound logic,,FALSE
,,70150824dc,"Merge #20437: fuzz: Avoid time-based ""non-determinism"" in fuzzing harnesses by using mocked GetTime()",,FALSE
Done (Merged to dashpay),,ec6149c01e,Merge #20616: Check CJDNS address is valid,,FALSE
,,a35a3466ef,Merge #20653: doc: Move addr relay comment in net to correct place,,FALSE
,,8bb40d5f56,Merge #20560: fuzz: Link all targets once,,FALSE
,,d9a4738c9d,Merge #20660: Move signet onion seed from v2 to v3,,FALSE
,,c434e2cca9,Merge #20615: cirrus: Schedule one task with paid credits for faster CI feedback,,FALSE
,,dff0f6f753,Merge #20611: Move TX_MAX_STANDARD_VERSION to policy,,FALSE
,,b440c33179,Merge #20477: net: Add unit testing of node eviction logic,,FALSE
Done (Merged to dashpay),,6af8a6232b,Merge #20650: depends: Drop workaround for a fixed bug in Qt build system,,FALSE
,P_Staged (merged to Pasta local repo),a023094fc4,Merge #20276: test: run mempool_expiry.py even with wallet disabled,,FALSE
,,2d4eeaf9c5,"Merge #20601: doc: Update for FreeBSD 12.2, add GUI Build Instructions",,FALSE
,,9dbcd37105,Merge #20569: test: Fix intermittent wallet_multiwallet issue with got_loading_error,,FALSE
,,3f205808a5,Merge #20605: init: Signal-safe instant shutdown,,FALSE
,,69f1ee1922,Merge #20365: wallettool: add parameter to create descriptors wallet,,FALSE
,,ad3d4b3929,Merge #20661: Only select from addrv2-capable peers for torv3 address relay,,FALSE
,,5b6f970e3f,Merge #20171: Add functional test test_txid_inv_delay,,FALSE
,,427f8c2cff,Merge #20248: test: fix length of R check in key_signature_tests,,FALSE
,,ae9ee5bdb1,Merge #20651: net: Make p2p recv buffer timeout 20 minutes for all peers,,FALSE
,,4acbcfa97d,Merge #20470: build: Replace genisoimage with xorriso,,FALSE
,,1811e488d5,Merge #20575: Do not run functions with necessary side-effects in assert(),,FALSE
,,6f2ca726ce,Merge #20658: ci: Move linter task to cirrus,,FALSE
Done (Merged to dashpay),,8452f922d2,Merge #19050: doc: Add warning for rest interface limitation,,FALSE
,,83abd6b126,Merge #20680: ci: Only use credits for pull requests to the main repo,,FALSE
,,d0e76b5050,Merge bitcoin-core/gui#153: Define MAX_DIGITS_BTC for magic number in BitcoinUnits::format,,FALSE
,,7ef6b1c51d,Merge #19961: doc: tor.md updates,,FALSE
,,f0913f2f95,Merge #20677: doc: Remove shouty enums in net_processing comments,,FALSE
,,cfbfd389f6,Merge #20668: doc: warn that incoming conns are unlikely when not using default ports,,FALSE
,,af4ce674da,Merge #20635: fix misleading comment about call to non-existing function,,FALSE
,,143bd108ed,Merge #19137: wallettool: Add dump and createfromdump commands,,FALSE
,,190d3d8a75,Merge #20681: doc: Convert depends options list from html to markdown,,FALSE
,,b7136c11ab,"Merge #20686: fuzz, refactor: replace CNode code with fuzz/util.h::ConsumeNode()",,FALSE
,,816314ef0f,Merge #20644: Add patch to make codesign_allocate compatible with Apple's,,FALSE
,,9b28bd73a3,"Merge #20691: ci, doc: Travis CI features and mentions cleanup",,FALSE
,,b27104dc52,Merge #20687: wallet: Add missing check for -descriptors wallet tool option,,FALSE
,,3dd3f7c0af,Merge bitcoin-core/gui#155: Fix checkbox layout in Create Wallet dialog,,FALSE
,,20f4a9421b,Merge #20682: ci: Install missing lint packages,,FALSE
,,83e4670fd7,Merge #20690: Clean up logging of outbound connection type,,FALSE
,,f1dbf92ff0,Merge #20434: contrib: Parse ELF directly for symbol and security checks,,FALSE
,,e9efb64a07,Merge #20733: inline non-member functions with body in fuzzing headers,,FALSE
,,f061da2887,Merge #20697: ci: Fix COMMIT_RANGE variable value for PRs,,FALSE
,,68c7acf6bb,Merge #20671: Replace boost::optional with std::optional,,FALSE
,,1077c93a34,Merge #20692: test: run mempool_resurrect.py even with wallet disabled,,FALSE
,,1d7243d307,Merge #20737: test: Add missing assignment in mempool_resurrect.py,,FALSE
,,2556a973ed,Merge #20731: rpc: Add missing description of vout in getrawtransaction help text,,FALSE
,,cc2a5ef9b2,Merge #20683: test: Fix restart node race,,FALSE
,,f4ac48d30a,Merge #20735: script: Remove outdated extract-osx-sdk.sh,,FALSE
,,209974d379,Merge #20740: fuzz: Update FuzzedDataProvider.h from upstream (LLVM),,FALSE
,,df127ecede,Merge #19829: net processing: Move block inventory state to net_processing,,FALSE
,,9286b1cbce,Merge #20745: qa: Correct epoll_ctl data race suppression,,FALSE
,,98de9eb1aa,Merge #19983: Drop some TSan suppressions,,FALSE
,,e669c3156f,Merge #20748: test: Add race:SendZmqMessage tsan suppression,,FALSE
,,1be6f2dba9,Merge #20747: net processing: Remove dropmessagestest,,FALSE
,,cc592a85ea,Merge #20189: test: Switch to BIP341's suggested scheme for outputs without script,,FALSE
,,f656165e9c,Merge #18772: rpc: calculate fees in getblock using BlockUndo data,,FALSE
Done (Merged to dashpay),,1b31695c74,Merge #20673: depends: Use more legible qmake commands in qt package,,FALSE
,,443988d406,Merge #20761: fuzz: Check that NULL_DATA is unspendable,,FALSE
,,22435f0cf6,Merge #20759: doc: [test] Remove outdated comment in fuzz runner,,FALSE
,P_Staged (merged to Pasta local repo),762cbd287f,Merge #15451: [doc] clarify getdata limit after #14897,,FALSE
,,43fc7a569c,Merge #19972: fuzz: Add fuzzing harness for node eviction logic,,FALSE
,,02cf20b9f5,Merge #20756: [doc] Add missing field (permissions) to the getpeerinfo help,,FALSE
,,31e511658a,Merge #20674: fuzz: Call SendMessages after ProcessMessage to increase coverage,,FALSE
Done (Merged to dashpay),,0e1b57b4bb,Merge #20763: test: Fix comment typo in BitcoinTestFramework,,FALSE
,,4a8f4ac4fc,Merge #20771: refactor: Enable -Wswitch for FeeEstimateHorizon,,FALSE
,,ddbf7a6f50,Merge #20684: build: Define .INTERMEDIATE target once only,,FALSE
,,7f9ae87011,Merge #20451: lint: run mypy over contrib/devtools,,FALSE
,,e3dd0a56cf,Merge #20755: [rpc] Remove deprecated fields from getpeerinfo,,FALSE
,,d875bcc8f9,Merge #162: Add network to peers window and peer details,,FALSE
,,069f37c0fd,Merge #20791: p2p: remove unused legacyWhitelisted in AcceptConnection(),,FALSE
,,f1f26b8d5b,Merge #20377: fuzz: Fill various small fuzzing gaps,,FALSE
,,409afd7153,Merge #20812: fuzz: Bump FuzzedDataProvider.h,,FALSE
,,4a540683ec,Merge #20813: scripted-diff: Bump copyright headers,,FALSE
,,e75f91eae3,Merge #20805: doc: Update license year range to 2021,,FALSE
,,ae8f797135,"Merge #20210: net: assert CNode::m_inbound_onion is inbound in ctor, add getter, unit tests",,FALSE
,,6f97172b42,Merge #20649: refactor: Remove nMyStartingHeight from CNode/Connman,,FALSE
,,9c3765ad7c,Merge #20830: doc: update developer notes with signet,,FALSE
,P_Staged (merged to Pasta local repo),6e70674cda,Merge #20781: fuzz: remove no-longer-necessary packages from fuzzbuzz config,,FALSE
,,2dab2d239a,Merge #20765: fuzz: check that certain script TxoutType are nonstandard,,FALSE
,,9a2400b575,Merge #20760: test: Set correct nValue for multi-op-return policy check,,FALSE
,,f52f427b8e,"Merge #20817: lint: update list of spelling linter false positives, bump to codespell 2.0.0",,FALSE
,,bc8ada1c15,Merge #20736: rpc: Replace boost::variant with std::variant for RPCArg.m_fallback,,FALSE
,,8b6acaca2f,Merge #20848: Add gitian PGP key for theStack,,FALSE
,,8d6715666d,Merge #20846: Add benthecarman to keys.txt,,FALSE
,,ff6adac5f4,Merge #20847: gitian-keys: add darosior's key,,FALSE
,,b40254b232,"Merge #20855: Revert ""Add patch to make codesign_allocate compatible with Apple's""",,FALSE
,,c37600777e,Merge #20854: [mempool] Remove unnecessary try-block,,FALSE
,,34322b7f5c,Merge #20842: docs: consolidate typo & url fixing,,FALSE
,,fafd725a7c,Merge #19846: build: enable unused member function diagnostic,,FALSE
,,417f95fa45,"Merge #19915: p2p, refactor: Use Mutex type for some mutexes in CNode class",,FALSE
,,4eada5d8b1,Merge #20816: net: Move RecordBytesSent() call out of cs_vSend lock,,FALSE
,,e520e091db,Merge #20844: test: Add sanitizer suppressions for AMD EPYC CPUs,,FALSE
,,68196a8910,Merge #20860: gitian-keys: add key for guggero,,FALSE
,,3b6d1b61d3,Merge #20829: doc: add -netinfo help,,FALSE
,,f13e03cda2,Merge #20584: Declare de facto const reference variables/member functions as const,,FALSE
,,8a720ced5f,Merge bitcoin-core/gui#165: Save QSplitter state in QSettings,,FALSE
,,efe03ceb58,Merge #20859: gitian-keys: add miketwenty1 key,,FALSE
,,42675e7833,Merge #20864: net: Move SocketSendData lock annotation to header,,FALSE
Done (Merged to dashpay),,4b8b71e630,Merge bitcoin-core/gui#173: Follow Qt docs when implementing rowCount and columnCount,,FALSE
,,3a6acd1772,Merge #20789: fuzz: Rework strong and weak net enum fuzzing,,FALSE
,,b6a71b80d2,Merge #19055: Add MuHash3072 implementation,,FALSE
,,d7e2401c62,Merge #18077: net: Add NAT-PMP port forwarding support,,FALSE
,,86a8b35f32,Merge #14501: Fix possible data race when committing block files,,FALSE
,K_Staged (merged to Kitty local repo),76b45d5fd7,Merge #19683: depends: Pin clang search paths for darwin host,,FALSE
,,5082324225,Merge #20688: test: run mempool_compatibility.py even with wallet disabled,,FALSE
,,1e078f17b5,Merge #20882: fuzz: Add missing muhash registration,,FALSE
,,9158d6f341,Merge #20786: net: [refactor] Prefer integral types in CNodeStats,,FALSE
,P_Staged (merged to Pasta local repo),5574e48963,Merge #20741: doc: Update 'Secure string handling',,FALSE
,,708ef4424a,Merge #20890: doc: Add explicit macdeployqtplus dependencies install step,,FALSE
,,555fc0789d,Merge #20881: fuzz: net permission flags in net processing,,FALSE
,,944024309,Merge bitcoin-core/gui#163: Peer details: replace Direction with Connection Type,,FALSE
,,c4458cc3a1,Merge #18819: net: Replace cs_feeFilter with simple std::atomic,,FALSE
,,bd6af53e1f,Merge #20480: Replace boost::variant with std::variant,,FALSE
,,9c0b76c709,Merge #20876: test: Replace getmempoolentry with testmempoolaccept in MiniWallet,,FALSE
,,616eace02a,Merge bitcoin-core/gui#161: Add PeerTableModel::StatsRole to prevent data layer violation,,FALSE
,,675af2a515,Merge #20852: net: allow CSubNet of non-IP networks,,FALSE
,,5cce607105,"Merge #20373: refactor, net: Increase CNode data member encapsulation",,FALSE
,,6d81d7aa87,"Merge #20787: Use C++17 std::array deduction for OUTPUT_TYPES, ALL_FEE_ESTIMATE_HORIZONS",,FALSE
,,6af013792f,Merge #19315: [tests] Allow outbound & block-relay-only connections in functional tests.,,FALSE
,,7838db141b,Merge #20495: sync: Use decltype(auto) return type for WITH_LOCK,,FALSE
,,18017152c2,Merge #20619: guix: Quality of life improvements,,FALSE
,,7b975639ef,Merge #19937: signet mining utility,,FALSE
,,8ffaf5c2f5,Merge #19935: Move SaltedHashers to separate file and add some new ones,,FALSE
,,60427ee35f,Merge #20811: refactor: move net_processing implementation details out of header,,FALSE
,,e7eb37128c,Merge #20913: doc: Add manual page generation for bitcoin-util,,FALSE
,,22fa9673b0,"Merge #20917: doc, rpc: add missing signet mentions in network name lists",,FALSE
,,cb2c578451,"Merge bitcoin-core/gui#148: Bugfix: GUI: Restore SendConfirmationDialog button default to ""Yes""",,FALSE
,,ad571bd354,Merge #20931: doc: Add historic 0.21.0 release notes,,FALSE
,,29d2aeb4a2,Merge #20828: fuzz: Introduce CallOneOf helper to replace switch-case,,FALSE
,,f91587f050,Merge #20834: locks and docs in ATMP and CheckInputsFromMempoolAndCache,,FALSE
,,0a1cf6c347,Merge #20908: fuzz: Use mocktime in process_message* fuzz targets,,FALSE
,,32e59fc371,Merge #20916: rpc: Return wtxid from testmempoolaccept,,FALSE
,,30e664dcce,Merge #20945: Fix 0.21.0 release note to specify correct option BIP 157 support,,FALSE
,,7acda55c4f,Merge #20939: build: fix RELOC_SECTION security check for bitcoin-util,,FALSE
,,c763cacb88,Merge #20938: build: fix linking against -latomic when building for riscv,,FALSE
,,991e612c3b,Merge #20955: test: Fix get_previous_releases.py for aarch64,,FALSE
,,ca8218301b,Merge #20884: script: Improve robustness of bitcoind.service on startup,,FALSE
,,f7fd76bcc0,Merge #20880: gitian: Use custom MacOS code signing tool,,FALSE
,,43f3ada27b,Merge #19866: eBPF Linux tracepoints,,FALSE
,,dd545c53a5,Merge #20906: contrib: embed C++11 patch in install_db4.sh,,FALSE
,,bc51b99bd5,Merge #20891: rpc: Remove deprecated bumpfee behavior,,FALSE
,,977bec1d93,Merge #20937: guix: Make nsis reproducible by respecting SOURCE-DATE-EPOCH,,FALSE
,,80486e7e2d,Merge #20952: wallet: Add BerkeleyDB version sanity check at init time,,FALSE
,,3734adba39,"Merge #20953: test: dedup zmq test setup code (node restart, topics subscription)",,FALSE
,,85fee49c39,Merge #20946: fuzz: Consolidate fuzzing TestingSetup initialization,,FALSE
,,1f45e85509,Merge #20972: locks: Annotate CTxMemPool::check to require cs_main,,FALSE
,,11cbd4bb54,Merge #17556: test: Change feature_config_args.py not to rely on strange regtest=0 behavior,,FALSE
,,45952dab9d,Merge #20932: refactor: Replace fs::absolute calls with AbsPathJoin calls,,FALSE
,,53bbbe5a20,Merge bitcoin-core/gui#171: Use layout manager for Create Wallet dialog,,FALSE
,,7f653c3b22,Merge bitcoin-core/gui#176: Fix TxViewDelegate layout,,FALSE
,,d6c3c43ef8,Merge #20983: Fix MSVC build after gui#176,,FALSE
,,019aa248d9,Merge #17920: guix: Build support for macOS,,FALSE
,,4bd586607d,Merge #20523: zmq: deduplicate 'sequence' publisher message creation/sending,,FALSE
,,b7e12b350d,Merge #20985: doc: add xorriso to macOS depends packages,,FALSE
,,32b191fb66,Merge #20927: [refactor] [net] Clean up InactivityCheck(),,FALSE
,,e31af1065e,Merge #20989: gitian-keys: add CoinForensics key,,FALSE
,,f707fcde9a,"Merge #20958: gitian-keys: Add signer aliases, some historical keys",,FALSE
,,d0852f39a7,Merge #20998: test: Fix BlockToJsonVerbose benchmark,,FALSE
,,b386d37360,Merge #18710: Add local thread pool to CCheckQueue,,FALSE
,,52d84a45e2,Merge #20987: doc: add instructions for generating RPC docs,,FALSE
,,4b15ffe991,Merge #20832: rpc: Better error messages for invalid addresses,,FALSE
,,16ae3368f2,Merge #17350: doc: Add developer documentation to isminetype,,FALSE
,,280d0bd0bd,Merge #21010: refactor: remove straggling boost::mutex usage,,FALSE
Done (Merged to dashpay),,cbe439629e,Merge bitcoin-core/gui#167: raise helpMessageDialog,,FALSE
,,ce75fc36ed,Merge #20971: test: Work around libFuzzer deadlock,,FALSE
,,32d44d2b1c,Merge #21000: fuzz: Add UBSan suppressions needed for fuzz tests to not warn under -fsanitize=integer,,FALSE
,,d38e2d9a19,"Merge bitcoin-core/gui#186: Add information to ""Confirm fee bump"" window",,FALSE
,,5f65f13597,Merge bitcoin-core/gui#189: qt: drop workaround for QTBUG-42503 which was fixed in Qt 5.5.0,,FALSE
,,e130ff38c9,Merge bitcoin-core/gui#183: Add include for std::bind.,,FALSE
,,11d3b58336,Merge #20757: doc: tor.md and -onlynet help updates,,FALSE
